Date,Target_Price,Sentiment_VIX,Volume,Var_NASDAQ
2015-02-18,0.0014006898722405126,0.5545561582917925,15149600.0,0.00140068987224
2015-02-19,0.004933598474118561,0.1915682916393803,19828100.0,0.0049335984741189
2015-02-20,0.006663625667277628,-1.1566829727571304,28336700.0,0.0066636256672774
2015-02-23,0.001013992319537138,-1.1297394174295516,17868000.0,0.0010139923195372
2015-02-24,0.0007371077965210304,1.0705089232955836,19745000.0,0.0007371077965213
2015-02-25,-0.0024891954112442605,1.2268494235332392,19472300.0,-0.002489195411244
2015-02-26,0.005064195746407485,0.9737833672080588,22255500.0,0.0050641957464064
2015-02-27,-0.004418256410243515,-0.0869902370408556,27757600.0,-0.0044182564102429
2015-03-02,0.008999914334101078,-0.2139576998539444,22988600.0,0.0089999143341007
2015-03-03,-0.004673416049805645,-0.7153104581548297,20788900.0,-0.0046734160498056
2015-03-04,-0.0038655750018135038,0.420577935958322,21007400.0,-0.0038655750018128
2015-03-05,0.0017505310485619319,-3.3697661403591885,15381000.0,0.0017505310485613
2015-03-06,-0.011386416063412064,-0.5260087955477388,30990400.0,-0.0113864160634117
2015-03-09,0.0028821400197172053,-0.4143853519237471,26237100.0,0.0028821400197172
2015-03-10,-0.01874139608224734,1.0492997990705746,34234500.0,-0.0187413960822469
2015-03-11,-0.005786461686799527,-1.28639941480272,25459700.0,-0.0057864616867997
2015-03-12,0.006543318527456599,0.0967992427536619,21473200.0,0.0065433185274562
2015-03-13,-0.0043575561784514605,0.9506621389140124,42021100.0,-0.0043575561784512
2015-03-16,0.012827791345613626,-3.1866180217957494,25674100.0,0.0128277913456136
2015-03-17,0.0015921971570342919,-0.5767465664865353,19603800.0,0.0015921971570343
2015-03-18,0.009776911557960233,-2.348190120085252,40622200.0,0.0097769115579605
2015-03-19,0.0014814012276280764,-1.343063659163947,31314000.0,0.0014814012276281
2015-03-20,0.006452206125851845,-0.3404540294032432,31761400.0,0.0064522061258518
2015-03-23,-0.0019365567762452685,0.07353672786798,17268500.0,-0.0019365567762455
2015-03-24,-0.003607314860651911,0.6214657795058967,22445300.0,-0.0036073148606519
2015-03-25,-0.023150811254602388,-0.9704064991431312,41581400.0,-0.0231508112546027
2015-03-26,-0.0034195220362240875,-1.2832970171160467,47846300.0,-0.0034195220362234
